0,000	740,000
0,010	691,000
0,020	707,000
0,030	717,000
0,040	706,000
0,050	720,000
0,060	689,000
0,070	771,000
0,080	694,000
0,090	700,000
0,100	712,000
0,110	710,000
0,120	744,000
0,130	2015,000
0,140	788,000
0,150	694,000
0,160	721,000
0,170	716,000
0,180	750,000
0,190	701,000
0,200	738,000
0,210	717,000
0,220	697,000
0,230	758,000
0,240	698,000
0,250	731,000
0,260	690,000
0,270	694,000
0,280	679,000
0,290	697,000
0,300	705,000
0,310	704,000
0,320	782,000
0,330	1887,000
0,340	755,000
0,350	693,000
0,360	692,000
0,370	745,000
0,380	731,000
0,390	695,000
0,400	707,000
0,410	692,000
0,420	721,000
0,430	732,000
0,440	729,000
0,450	1967,000
0,460	745,000
0,470	668,000
0,480	697,000
0,490	1599,000
0,500	689,000
0,510	1503,000
0,520	714,000
0,530	756,000
0,540	722,000
0,550	746,000
0,560	715,000
0,570	679,000
0,580	773,000
0,590	738,000
0,600	1695,000
0,610	717,000
0,620	713,000
0,630	759,000
0,640	754,000
0,650	757,000
0,660	686,000
0,670	721,000
0,680	668,000
0,690	691,000
0,700	673,000
0,710	706,000
0,720	725,000
0,730	722,000
0,740	716,000
0,750	766,000
0,760	716,000
0,770	741,000
0,780	697,000
0,790	726,000
0,800	712,000
0,810	724,000
0,820	759,000
0,830	677,000
0,840	734,000
0,850	711,000
0,860	728,000
0,870	725,000
0,880	715,000
0,890	721,000
0,900	694,000
0,910	682,000
0,920	770,000
0,930	683,000
0,940	700,000
0,950	763,000
0,960	734,000
0,970	763,000
0,980	709,000
0,990	684,000
1,000	725,000
1,010	674,000
1,020	700,000
1,030	692,000
1,040	743,000
1,050	705,000
1,060	677,000
1,070	723,000
1,080	708,000
1,090	1679,000
1,100	700,000
1,110	724,000
1,120	730,000
1,130	725,000
1,140	727,000
1,150	693,000
1,160	739,000
1,170	708,000
1,180	748,000
1,190	1951,000
1,200	723,000
1,210	784,000
1,220	732,000
1,230	723,000
1,240	729,000
1,250	701,000
1,260	741,000
1,270	722,000
1,280	672,000
1,290	672,000
1,300	718,000
1,310	736,000
1,320	738,000
1,330	715,000
1,340	744,000
1,350	680,000
1,360	763,000
1,370	738,000
1,380	699,000
1,390	711,000
1,400	702,000
1,410	746,000
1,420	743,000
1,430	753,000
1,440	744,000
1,450	760,000
1,460	738,000
1,470	760,000
1,480	699,000
1,490	725,000
1,500	773,000
1,510	738,000
1,520	654,000
1,530	646,000
1,540	738,000
1,550	722,000
1,560	744,000
1,570	693,000
1,580	658,000
1,590	689,000
1,600	661,000
1,610	717,000
1,620	744,000
1,630	704,000
1,640	680,000
1,650	667,000
1,660	724,000
1,670	692,000
1,680	653,000
1,690	676,000
1,700	707,000
1,710	720,000
1,720	707,000
1,730	782,000
1,740	717,000
1,750	755,000
1,760	685,000
1,770	724,000
1,780	706,000
1,790	711,000
1,800	784,000
1,810	728,000
1,820	716,000
1,830	1615,000
1,840	724,000
1,850	718,000
1,860	710,000
1,870	738,000
1,880	670,000
1,890	740,000
1,900	731,000
1,910	708,000
1,920	716,000
1,930	702,000
1,940	725,000
1,950	710,000
1,960	716,000
1,970	768,000
1,980	782,000
1,990	694,000
2,000	699,000
2,010	702,000
2,020	716,000
2,030	652,000
2,040	686,000
2,050	670,000
2,060	718,000
2,070	1647,000
2,080	723,000
2,090	700,000
2,100	705,000
2,110	711,000
2,120	696,000
2,130	725,000
2,140	696,000
2,150	738,000
2,160	1759,000
2,170	697,000
2,180	725,000
2,190	722,000
2,200	689,000
2,210	748,000
2,220	709,000
2,230	717,000
2,240	726,000
2,250	705,000
2,260	690,000
2,270	708,000
2,280	705,000
2,290	701,000
2,300	714,000
2,310	706,000
2,320	725,000
2,330	734,000
2,340	682,000
2,350	689,000
2,360	714,000
2,370	725,000
2,380	715,000
2,390	723,000
2,400	731,000
2,410	710,000
2,420	729,000
2,430	706,000
2,440	1727,000
2,450	701,000
2,460	732,000
2,470	692,000
2,480	694,000
2,490	709,000
2,500	667,000
2,510	1903,000
2,520	752,000
2,530	694,000
2,540	680,000
2,550	722,000
2,560	694,000
2,570	695,000
2,580	731,000
2,590	712,000
2,600	686,000
2,610	702,000
2,620	1839,000
2,630	733,000
2,640	710,000
2,650	731,000
2,660	756,000
2,670	706,000
2,680	724,000
2,690	680,000
2,700	1807,000
2,710	673,000
2,720	712,000
2,730	724,000
2,740	705,000
2,750	691,000
2,760	740,000
2,770	728,000
2,780	693,000
2,790	728,000
2,800	676,000
2,810	709,000
2,820	2095,000
2,830	729,000
2,840	682,000
2,850	683,000
2,860	686,000
2,870	702,000
2,880	745,000
2,890	712,000
2,900	682,000
2,910	667,000
2,920	685,000
2,930	656,000
2,940	654,000
2,950	694,000
2,960	707,000
2,970	712,000
2,980	642,000
2,990	665,000
3,000	632,000
3,010	678,000
3,020	664,000
3,030	669,000
3,040	636,000
3,050	692,000
3,060	606,000
3,070	672,000
3,080	606,000
3,090	1567,000
3,100	636,000
3,110	631,000
3,120	608,000
3,130	616,000
3,140	643,000
3,150	672,000
3,160	680,000
3,170	650,000
3,180	686,000
3,190	669,000
3,200	646,000
3,210	680,000
3,220	701,000
3,230	1487,000
3,240	646,000
3,250	666,000
3,260	674,000
3,270	675,000
3,280	666,000
3,290	690,000
3,300	649,000
3,310	656,000
3,320	681,000
3,330	669,000
3,340	644,000
3,350	688,000
3,360	736,000
3,370	707,000
3,380	716,000
3,390	722,000
3,400	670,000
3,410	702,000
3,420	721,000
3,430	669,000
3,440	683,000
3,450	677,000
3,460	670,000
3,470	645,000
3,480	716,000
3,490	724,000
3,500	698,000
3,510	694,000
3,520	663,000
3,530	696,000
3,540	689,000
3,550	695,000
3,560	649,000
3,570	693,000
3,580	722,000
3,590	611,000
3,600	710,000
3,610	716,000
3,620	665,000
3,630	683,000
3,640	715,000
3,650	679,000
3,660	709,000
3,670	1471,000
3,680	662,000
3,690	699,000
3,700	674,000
3,710	697,000
3,720	682,000
3,730	1839,000
3,740	712,000
3,750	743,000
3,760	699,000
3,770	1551,000
3,780	686,000
3,790	678,000
3,800	681,000
3,810	740,000
3,820	724,000
3,830	651,000
3,840	2031,000
3,850	1791,000
3,860	720,000
3,870	634,000
3,880	629,000
3,890	727,000
3,900	702,000
3,910	750,000
3,920	714,000
3,930	683,000
3,940	685,000
3,950	1631,000
3,960	651,000
3,970	697,000
3,980	1855,000
3,990	657,000
4,000	716,000
4,010	705,000
4,020	723,000
4,030	709,000
4,040	713,000
4,050	664,000
4,060	728,000
4,070	699,000
4,080	699,000
4,090	1839,000
4,100	1727,000
4,110	737,000
4,120	729,000
4,130	732,000
4,140	668,000
4,150	707,000
4,160	709,000
4,170	715,000
4,180	705,000
4,190	702,000
4,200	653,000
4,210	677,000
4,220	667,000
4,230	689,000
